"nid","key_number","display_name","sort_name","parent","biography","present_in_yok"
"23829","3747","Unnamed Negro Stableman","Unnamed Negro Stableman","","<p>When Lucius and Lycurgus enter Linscomb's stable in <em>The Reivers</em> they see ""a Negro stableman cleaning a stall at the rear"" (220).</p>","No"
"23828","3746","Unnamed Negro Cook 14","Unnamed Negro Cook 14","","<p>The cook at the Parsham hotel is described in <em>The Reivers</em> as ""a tremendous Negro woman"" (199).</p>","No"
"23827","3745","Unnamed Negro Churchmember 4","Unnamed Negro Churchmember 4","","<p>According to Ned in <em>The Reivers</em>, the ""hollow"" where they ""stable"" Lightning before and between races is on land ""that belongs to one of Possum's [Parsham's] church members"" (217).</p>","No"
"23826","3744","Unnamed Negro Attendant","Unnamed Negro Attendant","","<p>Identified in <em>The Reivers</em> only as ""a Negro,"" this man works for Mr. Rouncewell and pumps gasoline into the (few) cars that pull up to the tank beside the railroad tracks (46).  He is not allowed to handle any money.</p>","Yes"
"23825","3743","Unnamed Modern Women","Unnamed Modern Women","","<p>In <em>The Reivers</em> Lucius compares the ""females"" of his childhood to the ones alive ""now"" (191).  According to what he has heard, modern women not only ""run in and out of gentlemen's rooms in hotels"" - they do so wearing ""the shorts or scanties"" that seem to be the uniform of ""their fight for freedom"" (191).</p>","No"
"23824","3742","Unnamed Men in Square 2","Unnamed Men in Square 2","","<p>In <em>The Reivers</em> Boon brags to this ""group of men on the Square"" about how fast he can make the car go (40).  Many of the Yoknapatawpha fictions include a reference to the un- or under-employed men who hang around the Courthouse during the day; presumably these men are of that variety.</p>","Yes"
"23823","3741","Unnamed Memphis Officials","Unnamed Memphis Officials","","<p>These are the ""street- and assessment commissioners"" with whom Mr. Binford negotiates and the policemen he pays off as part of his responsibilities as the man of Miss Reba's house in <em>The Reivers</em> (111).</p>","No"
"23822","3740","Unnamed Memphis Jockey","Unnamed Memphis Jockey","","<p>In his account in <em>The Reivers</em> of the first time Coppermine (AKA Forked Lightning) raced against Acheron, Parsham Hood briefly mentions ""that Memphis boy"" who was riding the horse (220).</p>","No"
"23821","3739","Unnamed Memphis Businessmen","Unnamed Memphis Businessmen","","<p>These are the ""liquor dealers,"" ""grocers and coal merchants,"" ""plumbers,"" ""newspaper boy""  and other tradesman and laborers with whom Mr. Binford negotiates in <em>The Reivers</em> as part of his responsibilities as the man of the house that Miss Reba runs (111).</p>","No"
"23820","3738","Unnamed McCaslin Slaves 2","Unnamed McCaslin Slaves 2","","<p>In <em>The Reivers</em> Lucius Priest tells his grandson (also named Lucius Priest) that when their common ancestor Lucius McCaslin came to Mississippi in 1813, he brought ""his slaves and foxhounds"" with him ""across the mountains from Carolina"" (61).  Presumably one of these enslaved people is the grandmother of Ned McCaslin, who has her own Character entry; otherwise this novel says nothing more about these people.  More about some of them, at least, can be found in Faulkner's earlier novel, <em>Go Down, Moses</em>.</p>","Yes"
"23819","3737","Unnamed Man at Hell Creek Bottom","Unnamed Man at Hell Creek Bottom","","<p><em>The Reivers</em> doesn't provide much detail about the unscrupulous man who cultivates a patch of mud in order to sell his services to mired automobile travelers.  Physically he is ""a gaunt man, older than we - I anyway - had assumed"" (86).</p>","No"
"23818","3736","Unnamed Livery Stable Employees","Unnamed Livery Stable Employees","","<p>These are the employees of Priest's livery stable in addition to the five who are mentioned by name.  <em>The Reivers</em> characterizes them as ""all the Negro drivers and hostlers"" and ""the last lowly stall cleaner"" (7).  Besides the day and night foremen, apparently the only white employee is Dan Grinnup.</p>","Yes"
"23817","3735","Unnamed Italian Peddler","Unnamed Italiam Peddler","","<p>In <em>The Reivers</em> Otis mentions the ""I-talian wop"" who has a ""fruit and peanut stand"" in Memphis' Court Square (139).</p>","No"
"23816","3734","Unnamed Italian Bootlegger","Unnamed Italian Bootlegger","","<p>In <em>The Reivers</em> Lucius has heard that the place he knew as Ballenbaugh's ""is now a fishing camp run by an off-and-on Italian bootlegger"" (71).  (It was illegal to buy or sell alcohol in Mississippi until 1966.)</p>","Yes"
"23815","3733","Unnamed Hunters and Fishermen","Unnamed Hunters and Fishermen","","<p>In <em>The Reivers</em> the typical patrons at Ballenbaugh's in its modern iteration are described as ""fox- and coon-hunters and fishermen"" who return ""not for the hunting and fishing but for the table that Miss Ballenbaugh set"" (74).</p>","Yes"
"23813","3731","Unnamed Friends of Paul Rainey","Unnamed Friends of Paul Rainey","","<p>In <em>The Reivers</em> these people from elsewhere would accompany the wealthy businessman and hunter Paul Rainey on his trips to hunt ""bear and deer and panther"" in Mississippi (163).</p>","No"
"23812","3730","Unnamed Negro Father of Girl","Unnamed Negro Father of Girl","","<p>In <em>The Reivers</em> the Sheriff says that Boon's white friends can ""settle"" the problem caused by his accidental shooting of a ""Negro girl"" by ""giving her father ten dollars"" (15).  The father himself does not appear in the text.</p>","Yes"
"23811","3729","Unnamed Dog Aficianados, Trainers and Owners","Unnamed Dog Aficianados, Trainers and Owners","","<p>In <em>The Reivers</em> Lucius' description of the men who attend the annual hunting dog competitions in Parsham brings together the lower class South (""overalled aficionados"") and the upper class North (""northern millionaires"") and includes ""the professionals who trained the fine bird dogs"" (163).</p>","No"
"23810","3728","Unnamed Parsham Deputy","Unnamed Parsham Deputy","","<p>In <em>The Reivers</em> the driver of the Stanley Steamer that arrives in Parsham to carry Boon and the others back to jail in Hardwick is driven by ""another deputy,"" or at least someone ""in a badge"" (253).</p>","No"
"23809","3727","Unnamed Convict","Unnamed Convict","","<p>In <em>The Reivers</em> Nat warns Otis about his behavior by mentioning ""a boy like you back there in Jefferson"" who is now in ""the state penitentiary at Parchman"" (139-40).  It's not clear whether he is thinking of an actual person, or inventing one to threaten Otis.</p>","No"
"23808","3726","Unnamed Citizens Who Dislike Ballenbaugh's","Unnamed Citizens Who Dislike Ballenbaugh's","","<p>In <em>The Reivers</em> the people who live in the vicinity of Ballenbaugh's and seek to close it down include ""sheriffs"" (who campaign on the promise to run Ballenbaugh and his crew out of Yoknapatawpha), ""angry farmers"" (who know their livestock is being stolen by that crew), and ""ministers and old ladies"" (who object to the place on moral grounds, 73).  On the other hand, Lucius tells his grandson that ""sensible people"" from further away were willing to allow the place to exist (74).</p>","Yes"
"23807","3725","Poleymus, Children of Constable","Poleymus, Children of Constable","Mrs. Poleymus, Mr. Poleymus","<p>""All"" of Mr. and Mrs. Poleymus' children ""are married and gone""; <em>The Reivers</em> does not say how many they had, or where they went (251).</p>","No"
"23806","3724","Unnamed People in Carriages and Wagons","Unnamed People in Carriages and Wagons","","<p>This entry represents the people in <em>The Reivers</em> who are in a ""carriage or wagon"" when the automobile being driven by Boon moves through the Square (39).  Some of these horse- and mule-drawn vehicles have ""women and children"" in them, and some are being driven by women (39).  Grandfather Priest's behavior changes, depending on the gender of the driver, but in either case, both the animals and the people are often startled by the presence of the car.</p>","Yes"
"23805","3723","Unnamed Car Passengers","Unnamed Car Passengers","","<p>Besides the immediate Priest family, Aunt Callie, Delphine and ""our various connections and neighbors and Grandmother's close friends"" and ""one or two neighbor children"" all take turns riding in the car whenever Boon takes it out in <em>The Reivers</em> (37, 41).</p>","Yes"
"23804","3722","Unnamed Automobile Salesman 3","Unnamed Automobile Salesman 3","","<p>According to Boon, the Memphis man who sold Grandfather the car in <em>The Reivers</em> said to run the engine every day.</p>","No"
"23803","3721","Unnamed Boys in the Neighborhood","Unnamed Boys in the Neighborhood","","<p>In <em>The Reivers</em> Lucius Priest mentions ""all the other boys on the street"" he lives on (3).  During May they play baseball on Saturdays.</p>","Yes"
"23802","3720","Unnamed Negro ""New Girl""","Unnamed Negro ""New Girl""","","<p>At the time <em>The Reivers</em> begins, Ludus is romancing ""a new girl, daughter (or wife: we didn't know which) of a tenant"" farmer who lives six miles from town (10).  Apparently she likes ""peppermint candy"" (11).</p>","Yes"
"23801","3719","Unnamed ""Brassy-Haired"" Woman","Unnamed ""Brassy-Haired"" Woman","","<p>This woman in <em>The Reivers</em> one of Jefferson's more colorful residents, and not just because of her ""brassy"" (or orange-red) hair (25).  Coming ""from nowhere"" and staying only ""briefly,"" during the 1930s she transforms the ""Snopes Hotel"" into a place known to ""the police"" as ""Little Chicago"" (254).   Presumably Lucius' reference to her as a ""gentlewoman"" is ironic (25): given Chicago's association in the popular mind at that time with the underworld, her boarding house must have been a fairly wild place.</p>","Yes"
