"SourceTextTitle","SourceTextCode","CharacterName","AKA","Race","Gender","Class","Rank","Vitality","Family","Occupation","SpecificJob","Home","DateOfBirth","FirstAppearence","Biography","CauseOfDeath","col","dob_span","glue","hover","lab","location","mark","Narrator","none","Origin","OtherTexts","OtherTextsTEMP","Real","wid","x","y","Sort Name","Nid","IndividualGroup","Disability","Ethnicity","Ontological Status","ChangesClass","CharacterKey","CharacterKeyID","Parent","financial_status","social_status","family_new","date_of_death"
"Flags in the Dust","FD","Joan Heppleton","","White","Female","Middle Class","Secondary","Alive","","","","","January 1st, 1893 to December 31st, 1900","Jefferson Courthouse and Square","<p>Belle Mitchell's younger sister, who comes to Jefferson while Belle is away getting a divorce, to see what Horace Benbow is like; during the week she spends in town she and Horace have an affair.  By the time she gets to Jefferson she has had a wide experience, both of the world (having lived in Hawaii, Australia and India, among other unnamed ""random points half the world apart,"" 322) and of men (having been married a least twice and lived with at least one other man).  There is ""an indefinable something in her air, her carriage"" that causes people in both Jefferson and her home town to stare (316).  Horace associates it with big cats, like the tiger he once saw in a circus.  Faulkner may expect contemporary readers to associate it with the ""new woman"" of the Twenties.  (Her character was edited out of the novel when it was originally published as <em>Sartoris</em> in 1929.)</p><br />","","0xFFFFFF","5","","showCharHover","t","Courthouse square","76","","","","","","","=round(((1/(sqrt(RC[-17])*.6))*if((RC[-16]=""male""),20,23)))","1 241","783","Heppleton, Joan","1411","Individual","","","","0","Joan Heppleton","21505","Unnamed Father of Belle and Joan;Unnamed Mother of Belle and Joan","","","",""
"Flags in the Dust","FD","Buddy MacCallum","Virginius MacCallum, Jr.;Buddy McCallum","White","Male","Yeoman","Secondary","Alive","McCallum|MacCallum","Farming","","MacCallum|McCallum Place","January 1st, 1899 to December 31st, 1899","MacCallum|McCallum Place","<p>The youngest of Virginius MacCallum's sons, Buddy served with valor in World War I, earning a medal that he never takes out at home, because his father refuses to acknowledge that he fought in a ""Yankee"" army (342).   He is an avid hunter.  Buddy is the MacCallum whom the rest of the family relies on to marry someday and perpetuate the name.   He is the only MacCallum brother not named after a Confederate hero: his given name is the same as his father's, Virginius.  And the spelling of his last name changes to McCallum in the fictions that Faulkner published after 1940.</p><br />","","0xFFFFFF","5","","showCharHover","t","MacCallum place","91","","","Yoknapatawpha","""The Tall Men"", Intruder in the Dust, The Town","i(Intruder in the Dust); i(The Town); ""The Tall Men""","","=round(((1/(sqrt(RC[-17])*.6))*if((RC[-16]=""male""),20,23)))","1 660","345","MacCallum, Buddy","1412","Individual","","","","0","Buddy MacCallum","18909","Virginius MacCallum, Sr.  ;Virginius MacCallum's Second Wife","","","MacCallumsInFD",""
"Flags in the Dust","FD","Henry MacCallum","","White","Male","Yeoman","Secondary","Alive","McCallum|MacCallum","Farming","","MacCallum|McCallum Place","January 1st, 1869 to December 31st, 1869","MacCallum|McCallum Place","<p>Henry is the second of Virginius MacCallum's six sons.  He is ""squat"" and ""slightly tubby,"" with ""something domestic, womanish"" about him (335).  He spends ""most of the time"" inside: he superintends the kitchen, is ""a better cook"" than the black woman who is the family's official cook, and is locally famous for the quality of his homemade whiskey (335).  Given his brothers' names - Lee, Jackson, Stuart and Raphael Semmes all pay homage to prominent Confederates - it's possible that Henry is named after Henry Clay, the antebellum Kentucky Senator.</p><br />","","0xFFFFFF","5","","showCharHover","t","MacCallum place","92","","","Yoknapatawpha","","","","=round(((1/(sqrt(RC[-17])*.6))*if((RC[-16]=""male""),20,23)))","1 610","345","MacCallum, Henry","1413","Individual","","","","0","Henry MacCallum","18910","Virginius MacCallum, Sr.  ;Virginius MacCallum's First Wife","","","MacCallumsInFD",""
"Flags in the Dust","FD","Virginius MacCallum, Sr.","Old Anse McCallum","White","Male","Yeoman","Secondary","Alive","McCallum|MacCallum","Farming","","MacCallum|McCallum Place","January 1st, 1845 to December 31st, 1845","MacCallum|McCallum Place","<p>A yeoman farmer.  During the Civil War Virginius walked from Mississippi to Virginia to fight with Lee's army, then returned to Yoknapatawpha to father six sons.  As a Southerner, he is very 'unreconstructed,' refusing to recognize his son Buddy's World War I service in a ""Yankee"" army (342).</p><br />","","0xFFFFFF","4","","showCharHover","t","MacCallum place","93","","","Yoknapatawpha","""The Tall Men"", The Hamlet","(As Anse McCallum:) i(The Hamlet); ""The Tall Men""","","=round(((1/(sqrt(RC[-17])*.6))*if((RC[-16]=""male""),20,23)))","1 560","345","MacCallum, Sr., Virginius","1414","Individual","","","","0","Virginius MacCallum I|Anse McCallum","18908","Virginius MacCallum's Father","","","MacCallumsInFD",""
"Flags in the Dust","FD","Lee MacCallum","Lee McCallum","White","Male","Yeoman","Secondary","Alive","McCallum|MacCallum","Farming","","MacCallum|McCallum Place","","MacCallum|McCallum Place","<p>One of the six sons of Virginius MacCallum, Lee is the ""least talkative of them all""; his face is ""a dark, saturnine mask"" and his eyes are ""black and restless,"" with ""something wild and sad"" lurking in them"" (334).  Like most of the MacCallums, he is named for a prominent Confederate - Robert E. Lee.</p><br />","","0xFFFFFF","","","showCharHover","t","MacCallum place","94","","","Yoknapatawpha","""The Tall Men""","","","=round(((1/(sqrt(RC[-17])*.6))*if((RC[-16]=""male""),20,23)))","1 510","345","MacCallum, Lee","1415","Individual","","","","0","Lee MacCallum","18919","Virginius MacCallum, Sr.  ;Virginius MacCallum's First Wife","","","MacCallumsInFD",""
"Flags in the Dust","FD","Mandy","","Black","Female","Free Black","Minor","Alive","","Domestic Service","Cook","MacCallum|McCallum Place","","MacCallum|McCallum Place","<p>Mandy is the only woman who lives at the MacCallum place.  She cooks for the white family, although the narrator describes Henry MacCallum as ""a better cook now than Mandy"" (335).  Her size and shape are indicated by the narrator's description of the way her ""homely calico expanse"" fills the doorway between the house and the kitchen (336).</p><br />","","0xFFFFFF","","","showCharHover","t","MacCallum place","95","","","Yoknapatawpha","","","","=round(((1/(sqrt(RC[-17])*.6))*if((RC[-16]=""male""),20,23)))","1 460","345","Mandy","1416","Individual","","","","0","Mandy 1","21510","","","","",""
"Flags in the Dust","FD","Richard","Dick;Richud","Black","Male","Free Black","Minor","Alive","","Domestic Service","","MacCallum|McCallum Place","","MacCallum|McCallum Place","<p>This is the named man among the ""two negro men"" and the boy in the MacCallum kitchen (336). Mandy calls him ""Richud"" (337). Buddy calls him ""Dick"" (338). So it seems likely that his full name is Richard, though neither that nor his role in the household or on the family's land is spelled out.</p><br />","","0x000000","","","showCharHover","t","MacCallum place","96","","","Yoknapatawpha","","","","=round(((1/(sqrt(RC[-17])*.6))*if((RC[-16]=""male""),20,23)))","1 410","345","Richard","1417","Individual","","","","0","Richard","21522","","","","",""
"Flags in the Dust","FD","Unnamed Negro at MacCallums'","","Black","Male","Free Black","Minor","Alive","","Farming","","MacCallum|McCallum Place","","MacCallum|McCallum Place","<p>One of the three black men (the others are Richard, and an unnamed ""half-grown negro boy"") who live with the MacCallums, presumably as servants or tenant farmers, or he may be the ""negro who assists"" Henry make moonshine whiskey (335).</p><br />","","0x000000","","","showCharHover","t","MacCallum place","97","","","Yoknapatawpha","","","","=round(((1/(sqrt(RC[-17])*.6))*if((RC[-16]=""male""),20,23)))","1 360","345","Unnamed Negro at MacCallums'","1418","Individual","","","","0","Unnamed Negro at MacCallums","21598","","","","",""
"Flags in the Dust","FD","Jackson MacCallum","","White","Male","Yeoman","Secondary","Alive","McCallum|MacCallum","Farming","","MacCallum|McCallum Place","January 1st, 1867 to December 31st, 1867","MacCallum|McCallum Place","<p>The eldest of Virginius MacCallum's sons, Jackson is described as ""a sort of shy and impractical Cincinnatus"" (337).  His forehead is ""broad"" and ""high,"" his expression ""at once dreamy and intense"" (337).  He is named for the Confederate general, Thomas ""Stonewall"" Jackson.  Much to his father's disgust, he is attempting to transform hunting by interbreeding a fox and a hound.</p><br />","","0x000000","","","showCharHover","t","MacCallum place","98","","","Yoknapatawpha","","","","=round(((1/(sqrt(RC[-17])*.6))*if((RC[-16]=""male""),20,23)))","1 310","345","MacCallum, Jackson","1419","Individual","","","","0","Jackson MacCallum","18911","Virginius MacCallum, Sr.  ;Virginius MacCallum's First Wife","","","MacCallumsInFD",""
"Flags in the Dust","FD","Stuart MacCallum","Stuart McCallum","White","Male","Yeoman","Secondary","Alive","McCallum|MacCallum","Farming","","MacCallum|McCallum Place","January 1st, 1877 to December 31st, 1877","MacCallum|McCallum Place","<p>A son of Virginius MacCallum, Sr., and the twin brother of Raphael ""Rafe"" MacCallum.  Like his brothers, he is named after a prominent Confederate officer - J.E.B. Stuart, who also appears in the novel.  He appears as Stuart McCallum in ""The Tall Men"" (142).</p><br />","","0xFFFFFF","5","","showCharHover","t","MacCallum place","99","","","Yoknapatawpha","""The Tall Men"", As I Lay Dying","","","=round(((1/(sqrt(RC[-17])*.6))*if((RC[-16]=""male""),20,23)))","1 260","345","MacCallum, Stuart","1420","Individual","","","","0","Stuart MacCallum","18913","Virginius MacCallum, Sr.  ;Virginius MacCallum's First Wife","","","MacCallumsInFD",""
"Flags in the Dust","FD","Unnamed Negro Farmer","","Black","Male","Free Black","Secondary","Alive","","Farming","Farmer or Tenant Farmer","Negro Cabin where Bayard Sartoris Stays","","Negro Cabin where Bayard Sartoris Stays","<p>The black man in whose barn Young Bayard spends Christmas Eve and with whose family Bayard eats on Christmas.  Later that day he carries Bayard to the nearest railroad station.</p><br />","","0xFFFFFF","","","showCharHover","t","Negro cabin","100","","","","","","","=round(((1/(sqrt(RC[-17])*.6))*if((RC[-16]=""male""),20,23)))","1 840","115","Unnamed Negro Farmer","1421","Individual","","","","0","Unnamed Negro Farmer 1","21039","","","","",""
"Flags in the Dust","FD","Unnamed Negro Woman","","Black","Female","Free Black","Secondary","Alive","","Farming","","Negro Cabin where Bayard Sartoris Stays","","Negro Cabin where Bayard Sartoris Stays","<p>This is the wife of the black farmer in whose barn Bayard spends his last night in Yoknapatawpha.  She feeds him breakfast and dinner on Christmas Day, but is not named or described.</p><br />","","0x000000","","","showCharHover","t","Negro cabin","101","","","","","","","=round(((1/(sqrt(RC[-17])*.6))*if((RC[-16]=""male""),20,23)))","1 790","115","Unnamed Negro Woman","1422","Individual","","","","0","Unnamed Negro Woman 1","21088","","","","",""
"Flags in the Dust","FD","Benbow Sartoris","Bory","White","Male","Upper Class","Secondary","Born","Sartoris","","","Sartoris Plantation","June 11th, 1920","Jefferson Cemetery","<p>Second son of (Young) Bayard Sartoris, but his only child with his second wife, Narcissa Benbow, and the only male Sartoris alive at the end of the novel. Though Aunt Jenny had named him ""John"" prior to his birth, Narcissa gave him her maiden name instead, making him the first Sartoris male in generations not to be named ""John"" or ""Bayard.""  He was born on the same day his father died crashing an experimental airplane in Dayton, Ohio.</p><br />","","0x000000","","","showCharHover","t","Cemetery","105","","","Yoknapatawpha","""Knight's Gambit"", ""There Was a Queen"", Sanctuary, The Mansion, The Town","i(Sanctuary); i(The Town); i(The Mansion); ""There Was a Queen""; ""Knight's Gambit""","","=round(((1/(sqrt(RC[-17])*.6))*if((RC[-16]=""male""),20,23)))","1 230","685","Sartoris, Benbow","1423","Individual","","","","0","Benbow Sartoris","18844","Narcissa Benbow Sartoris;(Young) Bayard Sartoris","","","BenbowsInFD;SartorissInFD",""
"Flags in the Dust","FD","(Carolina) Bayard Sartoris","","White","Male","Upper Class","Secondary","Dead","Sartoris","Armed Forces","Confederate Cavalry Officer","","January 1st, 1839 to December 31st, 1840","Virginia in the Civil War","<p>In Aunt Jenny's stories, at least, this Bayard is an incredibly romantic figure, likened to ""Richard First . . . before he went crusading"" (11).  During the Civil War he is Gen. J.E.B. Stuart's dashing aide-de-camp who is killed (by an unnamed Union cook who shoots him in the back) when he rides alone into a Union camp to disprove the assertion that ""No gentleman has any business in this war"" (17).</p><br />","War","0xFFFFFF","","","showCharHover","t","Virginia Battleground","109","","","Carolina","The Unvanquished","","","=round(((1/(sqrt(RC[-17])*.6))*if((RC[-16]=""male""),20,23)))","2 250","1 040","Sartoris, (Carolina) Bayard","1424","Individual","","","","0","Bayard Sartoris I","18839","Colonel John Sartoris' Mother","","","SartorissInFD","Tuesday, April 1, 1862 to Wednesday, April 30, 1862"
"Flags in the Dust","FD","Caroline White Sartoris","","White","Female","Upper Class","Secondary","Dead","Sartoris","","","Memphis, Tennessee","January 1st, 1893 to December 31st, 1897","Sartoris Plantation","<p>A Memphis girl who met and married (Young) Bayard Sartoris when he was teaching flying lessons there.  She is identified mainly by her ""wild bronze swirling"" hair (45), but she is also recognizably a modern woman: she has no proper ideas about ""keeping house,"" at least according to Jenny (51), and the narrator refers to ""the brittle daring of her speech and actions"" (73).  She and her newborn son died, perhaps of influenza, in 1918, while her husband was fighting overseas in World War I.</p><br />","","0xFFFFFF","2","","showCharHover","t","Memphis","112","","","","","","","=round(((1/(sqrt(RC[-17])*.6))*if((RC[-16]=""male""),20,23)))","250","168","Sartoris, Caroline White","1425","Individual","","","","0","Caroline White Sartoris","18859","","","","SartorissInFD","Sunday, October 27, 1918"
