"Code","LocationName","Authority","Description","DisplayLabel","DisplayType","X","Y","LocDescription","DisplayName","JeffersonDescription","JeffersonLabel","JeffersonX","JeffersonY","SortName","Region"
"696","Iuka, Mississippi","","","","","","","<p>Iuka was a resort town in the northeast corner of Mississippi - about a hundred miles away from the real town of Oxford and, according to <em>The Reivers</em>, ""not far away"" from the fictional Yoknapatawpha (189).</p>
","Iuka, Mississippi","","","","","Iuka, Mississippi","R"
"697","Ozark Mountains","","","","","","","<p>Located mainly in southern Missouri and northern Arkansas, the Ozarks contain a number of resorts where, as Lucius puts it in <em>The Reivers</em>, ""people"" could go for the ""summer season"" (189).</p>
","Ozark Mountains","","","","","Ozark Mountains","N"
"699","Parsham: Depot","","","","","","","<p>In <em>The Reivers</em> the railroad depot in Parsham is at the intersection of the two railway lines - the east-west tracks between Memphis and Alabama and the north-south tracks that ""went south to Jefferson"" (162).  In the vicinity of the depot are ""a freight shed and a platform for cotton bales,"" and the ""loading chute"" down which the reivers lead their stolen horse (162).</p>
","Parsham: Depot","","","","","Parsham: Depot","R"
"700","Parsham: Uncle Parsham's House","","","","","","","<p>In <em>The Reivers</em> Uncle Parsham's family lives in ""a dog-trot house"" that is described as ""paintless but quite sound and quite neat"" (164).  Lucius sleeps under ""a bright perfectly clean harlequin-patched quilt"" in the ""lean-to"" that serves as the bedroom for Parsham's grandson Lycurgus (164).   Parsham's ""stable"" is also included in this location (170).   A ""dog-trot"" house - really, a cabin - consists of two rooms, separated by a roofed but otherwise open breezeway; this form of housing was widespread across the impoverished rural South.</p>
","Parsham: Uncle Parsham's House","","","","","Parsham: Uncle Parsham's House","R"
"701","Parsham: Hotel","","","","","","","<p>The hotel at Parsham in <em>The Reivers</em> is a ""big rambling multigalleried multistoried steamboat-gothic"" place (163).  Miss Reba, fresh from Memphis, calls it a ""dump"" (204), but it is elegant enough to include a ""ladies parlor,"" as all good hotels did in what Lucius calls ""those days"" (189).  During the winter, when hunters and dog-fanciers descend on Parsham for ""the quail season and the Grand National Trials,"" the ""vast rambling hotel"" is ""booming,"" full ""staffed and elegant"" (190).  During the events of the novel, however, it is empty, its lobby furniture ""half-shrouded"" in ""holland bags,"" its staff reduced to a ""single temporary clerk,"" a ""single temporary waiter,"" and a cook (190, 191).</p>
","Parsham: Hotel","","","","","Parsham: Hotel","R"
"702","Parsham: Spring Branch","","","","","","","<p>The ""spring branch in a hollow"" where the ""reivers"" keep their horse between races in <em>The Reivers</em> is ""not half a quarter [mile] from the track,"" on land owned by a local Negro (217).  A ""grove of beeches"" around the spring provides shade (218).</p>
","Parsham: Spring Branch","","","","","Parsham: Spring Branch","R"
"703","Parsham: Race Track","","","","","","","<p>Colonel Linscomb is prosperous enough to maintain his own race course, ""neat half-mile track with white-painted rails"" (<em>The Reivers</em>, 220).</p>
","Parsham: Race Track","","","","","Parsham: Race Track","R"
"704","Parsham: Colonel Linscomb's Plantation","","","","","","","<p>Faulkner's last novel, <em>The Reivers</em>, includes this large and prosperous estate.  It's owned by Colonel Linscomb, but still known as the ""old Parsham place"" after the previous owner who gave the town and some of the area's Negro residents their name (274).  Lucius calls it a ""plantation,"" and except for the fact that the people who work on it are ""tenants"" rather than slaves, it is laid out <em>as</em> an antebellum plantation: ""big neat fields of sprouting cotton and corn, and pastures with good fences and tenant cabins and cotton houses"" (218).  The Colonel's residence is ""big, with columns and porticoes and formal gardens,"" and the outbuildings include ""stables"" and ""carriage houses"" (274).  In fact, the current tenant farmers live in ""what used to be slave quarters"" (274).  It is not in Yoknapatawpha, but not far away either.  Faulkner often represents the historical fate of the antebellum slave plantations in his world as a dire one - in a number of cases they are decaying or burned down.  The ""old"" in ""old Parsham place,"" for example, evokes the 'old Frenchman place.'  But it's worth noting how the first such plantation to appear in his fiction, the Sartoris place in <em>Flags in the Dust</em>, and the last, this one in <em>The Reivers</em>, are both making their white owners wealthy long after the Civil War.</p>
","Parsham: Colonel Linscomb's Plantation","","","","","Parsham: Colonel Linscomb's Plantation","R"
"705","Parsham: Doctor's Office","","","","","","","<p>The doctor who treats Lucius in <em>The Reivers</em> lives ""about a mile"" outside of Parsham (184).  His office is in his house, ""a little once-white house in a little yard filled with . . . rank-growing, rank-smelling dusty flowers"" (185-86).</p>
","Parsham: Doctor's Office","","","","","Parsham: Doctor's Office","R"
"706","Parsham: Store","","","","","","","<p>The store where Ned makes his purchase in <em>The Reivers</em> is one of two in Parsham.  It is ""across the tracks"" from the hotel, on ""what would have been the other side of the Square if Parsham ever got big enough to have a Square"" (256).</p>
","Parsham: Store","","","","","Parsham: Store","R"
"707","Parsham: Hardwick","","","","","","","<p>Hardwick is the seat of the county with Parsham in it, and thirteen miles away from the town.  The County Sheriff's office, with its jail, is located there.</p>
","Parsham: Hardwick","","","","","Parsham: Hardwick","R"
"709","Tallahatchie Crossing|Iron Bridge|Wyott's Crossing|Wyliesport|Wylie's Crossing","","","","","","","<p>This Tallahatchie River crossing has four different labels in the 4 texts it appears in.  In ""My Grandmother Millard,"" set during the Civil War, the ""Crossing"" is probably just a ford, a place where the river is shallow enough to get wagons across (689) - which explains why in 1864 it would have enough military importance to be the site of a battle which, unlike the battle at 'Harrykin Creek' in the story's title, actually took place.    In <em>The Reivers</em>, the iron bridge that spans the Tallahatchie River in 1905 is still new enough to be known in Yoknapatawpha as ""THE Iron Bridge"" (71).  Previously crossing the river meant using the ferry that was first put into service by a man named Wylie, then taken over by Ballenbaugh.  ""Wylie's Crossing"" was ""the only crossing within miles"" for people who wanted to travel into or out of Yoknapatawpha from or to the north, toward Memphis (72).  In <em>The Town</em> it's two decades later and this bridge is at a place called ""Wyott's Crossing."" A passage describing Vaiden Wyott's origins provides the early history of the site: Vaiden's family came from the country, ""where they had owned the nearest ford, crossing, ferry before Jefferson even became Jefferson"" (154).  It's definitely not definite that in Faulkner's imagination these three places are the same place.  Historically, there were two major crossings at the northern boundary of the county, and a good case can be made that Faulkner distinguishes between them.  But if so, the fictions don't make that distinction clear.  For example, commentators have suggested, for good reason, that Faulkner's ""Iron Bridge"" is at the western crossing, where a real iron bridge was built (see for example Charles S. Aiken's map in <em>William Faulkner and the Southern Landscape</em>, 34).  Faulkner says the bridge was built at ""the head of navigation"" for the steamboats that once came upriver eastward from the Mississippi (72), and it the 'Indian stories' the head of navigation is probably upriver from that site - as was the historical skirmish between Forrest's Confederate troops and the Yankees, which Faulkner appropriates for ""My Grandmother.""  What is important is that Faulkner's various texts describe the way this crossing (or these crossings) linked Jefferson to the larger world, and that the fictions represent how the ford becomes a ferry becomes an iron bridge as time passes.</p>
","Tallahatchie Crossing|Iron Bridge|Wyott's Crossing|Wyliesport|Wylie's Crossing","","","","","Tallahatchie Crossing|Iron Bridge|Wyott's Crossing|Wyliesport|Wylie's Crossing","NE"
