"nid","family_name","family_key","text","sort_name","display_name","note","tree"
"19803","<a href=""/content/mccaslinsinm"">McCaslinsInM</a>","<a href=""/content/mccaslinfamily"">McCaslinFamily</a>","<p>In this third volume in the Snopes trilogy, ""Uncle Ike"" is the only McCaslin mentioned.  He is an ""octogenarian,"" still associated with ""hunting and fishing (407), but he is introduced into the novel's cast as the owner of what the narrative now calls ""the McCaslin Hardware Company,"" where Jason Compson starts clerking (355).  Faulkner makes a gesture toward straightening out the ownership of the town's hardware store when he says that the store is ""run by a man named Earl Triplett that Uncle Ike got from somewhere"" (355); in <em>The Sound and the Fury</em> Earl is the owner of the store for whom Jason works.  On the other hand, the discrepancy between Ike's career as a carpenter (symbolically important in <em>Go Down, Moses</em>) and his career as a merchant remains unresolved.  Among the over 400 characters in this novel, Ike is a very minor figure.</p>
","McCaslins in The Mansion","The Mansion","",""
"19794","<a href=""/content/mccaslinsinold"">McCaslinsInOLD</a>","<a href=""/content/mccaslinfamily"">McCaslinFamily</a>","<p>""Uncle Ike"" is the only member of the McCaslin family who appears in the magazine version of ""The Old People,"" published two years before the novel <em>Go Down, Moses</em>, for which Faulkner revised both the story - and still more dramatically, the McCaslin family.  In the novel Ike is the central character, but the role he plays in the earlier story is a minor one, similar to his earliest appearances in the canon: he is simply one of the party of hunters who gather each November in the big woods, and does not speak at all.</p>
","McCaslins in The Old People","""The Old People""","",""
"19795","<a href=""/content/mccaslinsinpan"">McCaslinsInPAN</a>","<a href=""/content/mccaslinfamily"">McCaslinFamily</a>","<p>Although it is largely set on the plantation that will become morally charged with the worst aspects of slavery in <em>Go Down, Moses</em>, this story merely mentions a Beauchamp and an Edmonds.  If we're following the way Faulkner's idea of the McCaslin family evolved, this story may seem very tangential - but it's worth noting that the white landlord of the plantation, whom Faulkner had called ""Roth"" in an earlier story, is now named ""Carothers"" (240).  That name hasn't appeared before in the Yoknapatawpha fictions.  Soon Faulkner will give it again to the slave-owning McCaslin whose legacy defines the central issue of the novel.</p>
","McCaslins in Pantaloon in Black","""Pantaloon in Black""","",""
"19793","<a href=""/content/mccaslinsinpol"">McCaslinsInPOL</a>","<a href=""/content/mccaslinfamily"">McCaslinFamily</a>","<p>Strictly speaking, there are <em>no</em> McCaslins in this 1940 short story.  But in the multi-textual story of the ""McCaslin family"" in Faulkner's imagination, it occupies a very significant place in the record.  In it Beauchamps and Edmondses appear for the first time.   In the novel <em>Go Down, Moses</em> (1942) the Beauchamps and the Edmondses will become two main branches - mulatto and white - on the McCaslin family tree.  In the story, however, Lucas Beauchamp is black, the Edmondses are simply another family of white landowners, and they related to each other only as landlords and tenant farmers.</p>
","McCaslins in A Point of Law","""A Point of Law""","",""
"19804","<a href=""/content/mccaslinsinr"">McCaslinsInR</a>","<a href=""/content/mccaslinfamily"">McCaslinFamily</a>","<p>The extended McCaslin family is again at the center of a novel.  There are four Edmondses and four Beauchamps.  There are six characters named McCaslin.  Ike and his father Buck reappear briefly.  The mention of Old Carothers acknowledges the ""family skeleton"" - that ""old Lucius Quintus Carothers"" had fathered a daughter with ""a Negro slave"" (31).  This recalls the truth that had appalled Ike in <em>Go Down, Moses</em>, but is in fact a revision of that story: the slave here is a different woman than Eunice, and the particular horror of Old Carothers fathering a second child on his own enslaved daughter Tomey has disappeared.  The product of this interracial relationship is not Tomey's Turl, but Ned McCaslin.  Ned is one of the novel's three major characters, but in a comic role that enables the narrative to revisit the past nostalgically.  Ned is a new member of the family.  Even more interestingly, in this final Yoknapatawpha fiction, Faulkner extends the McCaslins onto an entirely new branch of the family tree, the Priests.  It seems significant that this new line originates with the marriage between an Edmonds and a man named <em>Lucius</em> Priest, who is actually ""a distant kinsman"" of Lucius Quintus Carothers McCaslin (279).  On the one hand, the idea of sex between kinfolks recalls, even as it renders harmless the incest in the McCaslin past in the past of Faulkner's fiction.  On the other, this ""Lucius"" begets a family that is entirely white, which could be seen as a kind of bleaching of the racially mixed McCaslin family.  The addition of a dozen Priests gives the final aggregated McCaslin family a majority of white members - 31, to 30 blacks and mulattoes.</p>
","McCaslins in The Reivers","The Reivers","",""
"19785","<a href=""/content/mccaslinsinrai"">McCaslinsInRAI</a>","<a href=""/content/mccaslinfamily"">McCaslinFamily</a>","<p>""Uncle Buck McCaslin"" is mentioned again in the next story in the <em>Unvanquished</em> series, ""Raid,"" but only when Bayard compares the actions of the Sartoris family slave, Louvinia, to how he acted ""the morning we started to Memphis"" in the previous story, ""Retreat.""  The indirect way this reference brings a white man and an enslaved black woman together could be read as portentous in the context of the ultimate story Faulkner tells about the McCaslin family, but it still seems obvious that Faulkner's imagination has not been engaged by ""McCaslins.""</p>
","McCaslins in Raid","""Raid""","",""
"19801","<a href=""/content/mccaslinsinram"">McCaslinsInRAM</a>","<a href=""/content/mccaslinfamily"">McCaslinFamily</a>","<p>In this short story, one of the last that Faulkner ever published, the woods where Roth Edmonds and Ike McCaslin are hunting deer is a couple hundred miles from Yoknapatawpha, and the time is the 1950s.  The roles both play in the narrative are minor, though the young unnamed narrator does acknowledge that Ike is not only ""the oldest one in camp"" (297), but also the best woodsman.  ""Race"" in the story's title means 'a hunt, a chase' - not a cultural and historical problem that Roth perpetuated or that Ike ever tried to absolve himself of.</p>
","McCaslins in Race at Morning","""Race at Morning""","",""
"19784","<a href=""/content/mccaslinsinret"">McCaslinsInRET</a>","<a href=""/content/mccaslinfamily"">McCaslinFamily</a>","<p>The second McCaslin to appear in the fictions is ""Uncle Buck McCaslin"" (21).  He is a testy old man who shouts his words, speaks in a lower class vernacular, and chews tobacco which runs out of his mouth into his beard.  His role in the story is to erect a rhetorical statue of John Sartoris. His 'title' of ""Uncle"" is not explained, nor is there any mention of his larger family.  It seems clear that Faulkner has not brought the idea of ""the McCaslins"" into any kind of focus.</p>
","McCaslins in Retreat","""Retreat""","",""
"19802","<a href=""/content/mccaslinsint"">McCaslinsInT</a>","<a href=""/content/mccaslinfamily"">McCaslinFamily</a>","<p>Although two Edmondses and one McCaslin are mentioned in this novel, their place in it is extremely minor.  All of them are connected in passing to Major de Spain's ""old hunting camp"" (61).  The first mention of Ike, however, returns him to the role he had played twenty years earlier in Faulkner's career in ""Fool About a Horse"": the owner of the town's ""hardware store"" (13).</p>
","McCaslins in The Town","The Town","",""
"19789","<a href=""/content/mccaslinsinunv"">McCaslinsInUNV</a>","<a href=""/content/mccaslinfamily"">McCaslinFamily</a>","<p>This is the third <em>Unvanquished</em> story in which ""Uncle Buck McCaslin"" is the only member of the McCaslin family mentioned.  For the second time Bayard recalls the encounter with him in ""Retreat,"" and along with Ringo asks Granny to get advice ""from Uncle Buck McCaslin, anyone, any man"" (94) before trying to do business with Grumby.  But Buck himself does not appear.</p>
","McCaslins in The Unvanquished (story)","""The Unvanquished""","",""
"19791","<a href=""/content/mccaslinsinuv"">McCaslinsInUV</a>","<a href=""/content/mccaslinfamily"">McCaslinFamily</a>","<p>When Faulkner revised the short stories Bayard Sartoris narrates into the novel <em>The Unvanquished</em>, he also began to bring the McCaslin family into focus as a family.  Using the episode in ""Retreat"" that is recalled in both ""Raid"" and the short story also called ""The Unvanquished,"" when Bayard encounters Uncle Buck in Jefferson, Faulkner interpolates a long passage providing Buck with a twin brother Buddy and a father who built ""one of the finest houses in the country"" as part of the ""big bottom-land"" slave plantation that establishes their place in the county aristocracy (46-47).  The given names he gives Buck and Buddy - ""Amodeus and Theophilus"" - will be swapped later.  The father is not described.  Most of the long passage describes how the brothers, after their father dies, bring unconventional and progressive changes to the old plantation: moving the slaves into the big house, introducing a kind of farmer's cooperative among the ""white trash"" families in their locality (49).  Nevertheless both are loyal to the Confederacy, and despite their age (they are already ""past seventy"" in 1861, 49) seek to join Colonel Sartoris' regiment.  When he loses a poker game to his brother, Buck is the one who has to stay behind.  The new upper class background Faulkner gives Buck is the only change he makes in his character.</p>
","McCaslins in The Unvanquished (novel)","The Unvanquished","",""
